"","beta1","beta2","beta3","ratio","preda","k","method"
"165",5771.69385329952,28.4532148245105,-14.589876795363,3.75733105537248e-06,583.780057437615,"50","MED1"
"166",5584.45539649034,27.9022760630868,-11.5333801838572,4.64849722962814e-06,604.710620336451,"50","MED1"
"167",4706.86355711786,22.6715093871766,-1.22948396235107,9.96151653976417e-06,608.79606737891,"50","MED1"
"168",5435.60458616266,24.6097598453007,-14.6777370407927,5.50976656196675e-06,596.130057872556,"50","MED1"
"169",5063.05667484637,26.6496440498705,-0.825643277263342,8.13004409971244e-06,583.134883413478,"50","MED1"
"170",5921.02411675382,30.7990972851069,-9.9433099526895,8.27002800427439e-06,643.948344231821,"50","MED1"
"171",5603.53725319697,30.4533258081181,-8.44601739357086,5.09231371461874e-06,629.317180952609,"50","MED1"
"172",5499.27481367655,26.1773114492672,-11.212042318483,8.41257123040213e-06,574.330442572991,"50","MED1"
"173",6892.70653065408,34.7258144908725,-25.2210411862432,5.17482051281247e-06,564.330304266627,"50","MED1"
"174",5772.7930564443,30.8028256631321,-13.110686950131,6.11693068164628e-06,584.89084481491,"50","MED1"
"175",5957.69472919977,28.724544252514,-18.8489883764033,6.66768379868657e-06,632.966308657626,"50","MED1"
"176",4857.7745866726,25.1692359060074,0.308147962473935,5.51151548350948e-06,558.468388636433,"50","MED1"
"177",5509.5919038068,29.7918348767551,-4.88057237703326,9.559919418012e-06,558.398739756989,"50","MED1"
"178",5192.74018027466,20.9045909257178,-14.241835476774,3.95988375045548e-06,681.924515069637,"50","MED1"
"179",5950.2223118729,31.3624717301986,-13.9042675896773,5.53914821489844e-06,589.723141992493,"50","MED1"
"180",5442.46645390626,29.6640519853273,-2.97507344604688,6.17224618390099e-06,657.376920505582,"50","MED1"
"181",5623.06365677557,28.9606396625876,-10.6850932166445,3.42957835691321e-06,705.048785689101,"50","MED1"
"182",5458.74443147359,28.1574355494083,-6.7914726183635,6.79962284984298e-06,543.617326737824,"50","MED1"
"183",4903.10238889821,20.9506755311739,-8.47282502242844,1.27011033942145e-05,624.332424488412,"50","MED1"
"184",5530.04878260105,32.0521395101444,-0.878724120250668,8.62260829379765e-06,672.433617248313,"50","MED1"
"185",4620.24010583406,27.6444091837072,10.3985431419408,7.6867634999353e-06,538.264882192029,"50","MED1"
"186",6533.03595789052,27.0378978170294,-29.2854621618445,8.90757538423289e-06,581.764928027677,"50","MED1"
"187",5619.34429013594,29.4991478026589,-9.39122325513505,8.45518986647495e-06,594.990447967159,"50","MED1"
"188",6781.82621030439,33.9121949574551,-23.0907031736973,7.42199655067116e-06,539.967505154738,"50","MED1"
"189",5694.54550086323,30.9627802046797,-5.56601898399594,5.05059743418576e-06,674.501162238328,"50","MED1"
"190",6268.53334588136,29.7315898633973,-22.5520141340457,6.17794168442321e-06,576.153722268052,"50","MED1"
"191",5580.4375713116,29.1766760971254,-6.2335305609754,4.05192535021456e-06,542.831906122563,"50","MED1"
"192",4929.4807992949,23.930795382542,-5.09631449207931,5.59381986731725e-06,601.787747063637,"50","MED1"
"193",5971.64561632179,29.35411366663,-16.9295081114834,4.45594423220464e-06,572.317416578356,"50","MED1"
"194",5358.4383730165,25.8709863592069,-9.57811368200488,5.05214090640106e-06,537.268463661348,"50","MED1"
"195",5659.18232000323,24.5857925191851,-20.2347353852027,6.45968801635958e-06,629.357098679608,"50","MED1"
"196",5729.30471573714,28.0786658975733,-15.0487792634384,1.13324326075571e-05,662.456103732634,"50","MED1"
"197",5834.52077353179,23.2223133213727,-22.4595133698955,4.87308651030805e-06,713.542017203124,"50","MED1"
"198",5291.87998039951,25.6083848590985,-9.54124659682723,5.10238434956202e-06,601.005613927383,"50","MED1"
"199",6779.42717151886,32.8383826550203,-27.1616565716378,4.05220014284788e-06,586.972992801471,"50","MED1"
"200",5776.85057072899,30.122704174676,-10.084167524325,3.93400160396629e-06,541.462944746985,"50","MED1"
"201",5481.55201533474,28.861646640632,-8.2729144261179,5.95996748891277e-06,564.042713487176,"50","MED1"
"202",6850.91562606788,34.1153027369249,-25.5962444496977,6.08493807937878e-06,592.123794336793,"50","MED1"
"203",6664.94167389707,33.8456906104092,-23.5902635531457,5.98764153371609e-06,570.200006872084,"50","MED1"
"204",5291.34954498802,30.8344407817181,0.202776106980292,6.46293876833522e-06,548.215840238607,"50","MED1"
"205",6768.69477133054,32.5621583206797,-25.1136649236172,6.06335193123307e-06,587.693548382506,"50","MED1"
"206",6069.94726165107,29.6322950034549,-17.2763789541579,4.23827448007902e-06,569.300072815282,"50","MED1"
"207",6025.44002077773,29.1822927963853,-16.2515833635395,4.25525110319484e-06,616.623774745834,"50","MED1"
"208",5565.65110577911,29.6196143730013,-6.04074607726204,7.92213739519209e-06,578.038502595702,"50","MED1"
"209",5636.65923322096,27.7716096456951,-11.964077819876,6.36105549720062e-06,616.190983194098,"50","MED1"
"210",4809.18888889032,24.0500731768417,-4.67235496506833,5.72168505679381e-06,588.859434916492,"50","MED1"
"211",6382.75593464262,30.3593594378215,-23.465670953549,5.33491346374816e-06,607.373197632622,"50","MED1"
"212",5975.43270481642,26.8669638366618,-18.2139289959918,6.55269197184528e-06,605.016587051657,"50","MED1"
"213",5922.87563575193,32.0199212646689,-9.81939424358565,5.45285579489404e-06,606.340429445063,"50","MED1"
"214",5546.48279982142,29.2938912989669,-5.69234708631393,3.57923332054584e-06,536.972117128996,"50","MED1"
"215",4615.80587944918,24.3394741266398,5.18818320666897,7.32255808051231e-06,577.282097286997,"50","MED1"
"216",4236.4082860473,22.0061033063478,7.62104771434914,6.12890133019518e-06,529.007281972662,"50","MED1"
"217",4456.94875197229,25.0339076951733,10.3945052469464,5.60828730217769e-06,581.853943219491,"50","MED1"
"218",5510.34901148167,26.0218484222973,-13.8139007860547,6.21251347784339e-06,586.042705332162,"50","MED1"
"219",4238.84273741935,18.3727363352488,0.412252252788616,9.42427871371349e-06,596.52998542942,"50","MED1"
"220",5103.73491515939,22.5068281752714,-12.1553089130815,6.65576234358547e-06,546.023659118408,"50","MED1"
"221",4670.26422238716,26.1592627132803,6.11426763836782,5.18900970843212e-06,568.97317085237,"50","MED1"
"222",5649.7926572782,25.5703323546516,-20.022840113261,5.16362573258348e-06,638.91653270205,"50","MED1"
"223",5024.02895553163,23.9569364587428,-6.17644747868078,5.1549162927401e-06,531.920536960839,"50","MED1"
"224",6244.8320669812,31.6655094930724,-18.3635025853935,5.29717653465852e-06,548.521631875901,"50","MED1"
"225",6218.9517401009,31.8497938131535,-20.0546333265216,1.18399873302616e-05,589.158323609086,"50","MED1"
"226",5632.95165638514,28.2371361864113,-10.3296240537286,4.41550196994943e-06,605.480737370961,"50","MED1"
"227",5986.24534414568,26.4319137393596,-23.6294470477835,6.68361128030478e-06,559.950997299373,"50","MED1"
"228",5706.94318285721,28.4226307626622,-12.1246293300585,4.58097998989393e-06,553.768608672687,"50","MED1"
"229",5173.76989982503,22.399564453301,-13.0755081697576,6.09477273403136e-06,573.318806687687,"50","MED1"
"230",5315.89036273724,29.4261316162241,-1.17268324732192,5.30947016837891e-06,573.698368049758,"50","MED1"
"231",5147.01198272269,26.5342430434619,-3.8714611762683,6.97691001551149e-06,608.251174038439,"50","MED1"
"232",5899.81498768732,30.4944589062699,-14.1530533702524,4.29800096755329e-06,576.153556242077,"50","MED1"
"233",6757.01334037177,30.6872521758141,-31.0710414353551,6.85265560709258e-06,620.862341016603,"50","MED1"
"234",5676.74261367296,24.7755361284785,-17.5184466013166,6.7019066553808e-06,636.185119345392,"50","MED1"
"235",5964.88506392031,28.5527337943491,-17.813311990351,5.82446354539483e-06,584.518132924345,"50","MED1"
"236",5644.88767431507,31.3541137379633,-3.39189360435429,5.48408593036541e-06,549.340900530173,"50","MED1"
"237",6210.51631236166,32.5594689920579,-15.4942772764179,4.23222921823312e-06,645.057742526323,"50","MED1"
"238",6001.58953368528,29.8439093933387,-17.297783250083,4.81712667403693e-06,598.987644620641,"50","MED1"
"239",5375.31479780691,28.8521563425564,-4.28270352945362,8.6809818804992e-06,634.336905616623,"50","MED1"
"240",4885.27503812019,26.116683182829,0.985273782266375,5.87753478561751e-06,595.74185352454,"50","MED1"
"241",4613.01813892167,20.4515718386031,-7.18979589045561,8.36356025023772e-06,641.561871253184,"50","MED1"
"242",5184.16798731344,28.6566108846207,0.186095056328053,6.09800044968383e-06,576.71297803243,"50","MED1"
"243",7124.96259830776,30.6298228895715,-38.759170297354,6.31493482224623e-06,650.863397397328,"50","MED1"
"244",4828.95730896996,24.7847700423434,2.10016466336045,1.14659986108201e-05,651.04166135286,"50","MED1"
"245",5669.44540622343,27.5986750855053,-10.9468527398655,6.06037563563175e-06,570.50629761183,"50","MED1"
"246",5504.24981209133,23.5089168439198,-15.5389545776419,5.7777764358749e-06,511.864914187177,"50","MED1"
"247",4752.54071535668,20.982920632539,-5.67969300915914,5.18511664217051e-06,562.94395770371,"50","MED1"
"248",6108.76359195849,34.6598269351408,-1.88952825939963,5.0157021722418e-06,623.640930816753,"50","MED1"
"249",5953.82069694877,32.4960520728627,-9.31981670303965,7.41245913624663e-06,580.465312458793,"50","MED1"
"250",5514.86119951656,26.3956821199755,-14.9934026141805,6.15703393441902e-06,669.303678414028,"50","MED1"
"251",5901.14973749969,25.8283409078689,-17.8387737760101,9.42501328769914e-06,610.011223728062,"50","MED1"
"252",5333.79969831034,25.3679394618442,-10.1663754572989,5.44534241050929e-06,546.214438694946,"50","MED1"
"253",5550.43713271634,25.6419943365816,-15.3472589081669,5.4941719373715e-06,599.727741662301,"50","MED1"
"254",5955.16589582073,27.4297216967367,-20.2388776604171,6.2765097226383e-06,597.260736463223,"50","MED1"
"255",5643.06529806831,28.0826364845298,-9.41632767430099,6.74263226354739e-06,574.7713009017,"50","MED1"
"256",5719.50823334842,30.9087217566555,-7.99915032336736,5.70616991064561e-06,627.401503182411,"50","MED1"
"257",5056.88700800418,26.8007354310267,-3.60389633071162,4.51019176028108e-06,605.358203181719,"50","MED1"
"258",5844.55353180165,29.542806671663,-13.0253812849666,5.28366175146132e-06,594.271676148149,"50","MED1"
"259",4744.51600530148,24.2016478580086,-0.0138717414215799,5.758522401472e-06,583.096911783434,"50","MED1"
